lwage76,constant,ed76,exp76,exp762,black,reg76r,smsa76r,region_1966,smsa66r,daded,momed,nodaded,nomomed,famed,momdad14,sinmom14,nearc4
6.49677499,1,13,15,2.25,0,0,0,4,1,9.94,10.25,1,1,9,1,0,1
6.56103067,1,15,13,1.6900001,0,0,1,4,1,12,12,0,0,3,1,0,1
6.83303173,1,16,9,.81,0,1,1,4,1,9.94,10.25,1,1,9,1,0,1
5.70378247,1,12,6,.36000001,0,0,0,4,1,9.94,10.25,1,1,9,1,0,1
5.89989735,1,15,6,.36000001,0,0,1,4,0,18,12,0,0,2,1,0,1
6.46925032,1,12,12,1.4400001,0,0,1,4,1,9.94,10.25,1,1,9,1,0,1
6.13556489,1,18,1,.0099999998,0,0,0,4,1,14,12,0,0,2,1,0,1
6.93342303,1,18,9,.81,0,0,1,4,1,8,12,0,0,6,1,0,1
6.26339826,1,12,6,.36000001,0,0,1,4,1,12,12,0,0,3,1,0,1
5.92692603,1,18,5,.25,0,0,1,4,1,16,16,0,0,1,1,0,1
7.33823815,1,18,10,1,0,0,1,4,1,18,16,0,0,1,1,0,1
6.82762923,1,18,9,.81,0,0,1,4,1,18,14,0,0,1,1,0,1
6.34212142,1,13,7,.49000001,0,0,1,4,1,8,12,0,0,6,1,0,1
6.39692966,1,14,5,.25,0,0,1,4,1,8,12,0,0,6,1,0,1
6.58063914,1,15,6,.36000001,0,0,1,4,1,17,12,0,0,2,1,0,1
7.01750614,1,17,1,.0099999998,0,0,1,4,1,18,12,0,0,2,1,0,1
6.56807791,1,14,7,.49000001,0,0,1,4,1,9.94,8,1,0,9,0,1,1
6.69456206,1,16,7,.49000001,0,0,1,4,1,9.94,8,1,0,9,1,0,1
6.82979374,1,11,10,1,0,0,1,4,1,8,12,0,0,6,1,0,1
6.30991828,1,9,10,1,0,0,1,4,1,9.94,10.25,1,1,9,0,0,1
5.60211882,1,12,8,.63999999,0,0,1,4,1,9.94,10.25,1,1,9,0,1,1
6.72503364,1,7,19,3.6099999,0,0,1,3,1,8,11,0,0,8,1,0,1
7.09007684,1,12,12,1.4400001,0,0,1,3,1,7,12,0,0,6,1,0,1
6.36475076,1,14,13,1.6900001,0,0,1,3,1,6,8,0,0,8,1,0,1
6.53087763,1,17,11,1.21,1,0,1,3,1,12,8,0,0,5,1,0,1
6.90775528,1,18,8,.63999999,1,0,1,3,1,12,8,0,0,5,1,0,1
6.28599809,1,13,5,.25,1,0,1,3,1,9,8,0,0,8,1,0,1
6.5366916,1,12,10,1,1,0,1,3,1,9.94,11,1,0,9,0,0,1
6.2146081,1,12,10,1,0,0,1,3,1,12,16,0,0,2,1,0,1
6.62007321,1,13,14,1.96,0,0,1,3,1,3,12,0,0,6,1,0,1
6.81673588,1,17,6,.36000001,0,1,1,3,1,8,16,0,0,6,1,0,1
6.39692966,1,15,3,.090000004,0,0,1,3,1,8,16,0,0,6,1,0,1
6.35784227,1,16,2,.039999999,0,0,1,3,1,12,12,0,0,3,1,0,1
6.39859493,1,12,8,.63999999,0,0,1,3,1,8,12,0,0,6,1,0,1
6.35784227,1,12,13,1.6900001,0,0,1,3,1,6,12,0,0,6,1,0,1
6.51767127,1,12,14,1.96,0,0,1,3,1,9.94,6,1,0,9,1,0,1
6.15909539,1,18,3,.090000004,1,0,1,3,1,9,10,0,0,7,1,0,1
5.85793315,1,14,4,.16,0,0,1,3,1,8,12,0,0,6,1,0,1
6.42971948,1,15,11,1.21,0,0,1,3,1,9,12,0,0,6,1,0,1
5.9348942,1,16,2,.039999999,0,0,1,3,1,12,12,0,0,3,1,0,1
5.49306144,1,16,3,.090000004,0,0,1,3,1,16,13,0,0,1,1,0,1
6.62007321,1,12,8,.63999999,0,0,1,3,1,7,12,0,0,6,1,0,1
6.08904488,1,18,6,.36000001,0,0,0,3,1,12,14,0,0,2,1,0,1
6.53378884,1,14,9,.81,0,0,1,3,1,12,14,0,0,2,1,0,1
6.2166061,1,18,1,.0099999998,0,0,0,3,1,12,14,0,0,2,1,0,1
5.99146455,1,12,11,1.21,0,0,1,3,1,12,12,0,0,3,1,0,1
6.88857246,1,12,8,.63999999,0,0,1,3,1,12,12,0,0,3,1,0,1
6.47543272,1,14,10,1,0,1,1,4,1,12,12,0,0,3,1,0,1
6.43775165,1,12,14,1.96,0,0,1,4,1,9.94,10.25,1,1,9,0,1,1
6.56103067,1,16,6,.36000001,1,0,1,4,0,12,11,0,0,5,1,0,1
6.94985646,1,12,11,1.21,0,0,1,4,1,11,12,0,0,6,1,0,1
6.63463336,1,12,9,.81,0,0,1,4,1,8,8,0,0,8,1,0,1
6.26149168,1,13,6,.36000001,0,0,0,4,1,14,12,0,0,2,0,0,1
6.35437004,1,13,8,.63999999,1,0,1,4,1,6,6,0,0,8,1,0,1
6.76272951,1,14,6,.36000001,1,0,1,4,1,9.94,6,1,0,9,0,1,1
6.56948142,1,12,10,1,1,0,1,4,1,12,8,0,0,5,1,0,1
6.51174533,1,16,5,.25,0,0,1,4,1,7,8,0,0,8,1,0,1
6.49526556,1,12,7,.49000001,0,0,1,4,1,7,8,0,0,8,1,0,1
6.29710932,1,14,9,.81,0,0,1,4,1,11,8,0,0,8,1,0,1
6.26339826,1,13,6,.36000001,0,0,1,4,1,12,12,0,0,3,1,0,1
6.46146818,1,12,10,1,0,0,1,4,1,9.94,8,1,0,9,0,1,1
5.69373214,1,12,8,.63999999,0,0,1,4,1,9.94,8,1,0,9,0,1,1
6.85329909,1,8,19,3.6099999,1,0,1,4,1,9.94,10.25,1,1,9,0,0,1
6.2146081,1,12,16,2.5599999,1,0,1,4,1,8,9,0,0,8,1,0,1
6.42971948,1,13,6,.36000001,1,0,1,4,1,5,7,0,0,8,1,0,1
5.62401751,1,12,7,.49000001,1,0,1,4,1,9.94,10,1,0,9,0,1,1
5.48063892,1,10,10,1,0,1,0,3,1,5,8,0,0,8,1,0,1
5.48063892,1,10,9,.81,0,1,0,3,1,5,8,0,0,8,1,0,1
6.13556489,1,12,15,2.25,0,0,1,3,1,9.94,10.25,1,1,9,1,0,1
6.00141488,1,12,9,.81,1,0,1,3,1,9.94,11,1,0,9,0,1,1
6.10924758,1,12,7,.49000001,1,0,1,3,1,9.94,11,1,0,9,0,1,1
5.52146092,1,12,6,.36000001,1,0,1,3,1,3,2,0,0,8,1,0,1
6.58892648,1,11,9,.81,1,0,1,3,1,9.94,9,1,0,9,1,0,1
6.50279005,1,12,6,.36000001,1,0,1,3,1,9.94,9,1,0,9,0,1,1
6.86901445,1,12,10,1,1,0,1,3,1,9.94,6,1,0,9,1,0,1
6.62007321,1,14,7,.49000001,0,0,1,3,1,9.94,8,1,0,9,0,1,1
6.50279005,1,14,5,.25,0,0,1,3,1,8,8,0,0,8,1,0,1
6.53958596,1,17,11,1.21,0,0,0,3,1,8,12,0,0,6,1,0,1
6.14203741,1,12,7,.49000001,1,0,1,3,1,6,12,0,0,6,1,0,1
6.46302946,1,12,12,1.4400001,1,0,1,3,1,9.94,10.25,1,1,9,0,1,1
6.56526497,1,11,12,1.4400001,1,0,1,3,1,9.94,11,1,0,9,0,1,1
6.05208917,1,13,6,.36000001,1,0,1,3,1,9.94,10,1,0,9,0,1,1
6.72503364,1,12,9,.81,0,0,1,3,1,12,12,0,0,3,0,0,1
5.73009978,1,12,8,.63999999,0,0,1,3,1,12,12,0,0,3,0,0,1
6.43775165,1,16,7,.49000001,0,0,1,3,1,12,12,0,0,3,1,0,1
7.27378632,1,16,10,1,0,0,1,3,1,13,16,0,0,1,1,0,1
6.51174533,1,16,3,.090000004,0,0,1,3,1,12,12,0,0,3,1,0,1
7.20489251,1,17,5,.25,0,0,1,3,1,14,14,0,0,1,1,0,1
5.99146455,1,17,10,1,0,0,1,3,1,12,10,0,0,5,1,0,1
6.24997524,1,9,19,3.6099999,0,0,0,3,1,12,10.25,0,1,5,1,0,1
6.12249281,1,14,6,.36000001,0,0,1,3,1,16,16,0,0,1,1,0,1
6.01371516,1,17,10,1,0,1,1,3,1,12,12,0,0,3,1,0,1
6.32614947,1,18,10,1,0,0,1,3,1,5,9,0,0,8,1,0,1
5.43807931,1,12,6,.36000001,1,0,1,3,1,10,9,0,0,7,1,0,1
6.93342303,1,17,4,.16,0,0,1,3,1,18,18,0,0,1,1,0,1
6.98656646,1,12,9,.81,0,0,1,3,1,13,13,0,0,1,1,0,1
7.09174212,1,14,4,.16,0,0,1,3,1,13,13,0,0,1,1,0,1
5.79605775,1,17,2,.039999999,0,0,0,3,1,9.94,12,1,0,4,1,0,1
6.17586727,1,18,3,.090000004,0,0,1,3,1,14,14,0,0,1,1,0,1
6.51174533,1,18,0,0,0,1,1,3,1,14,10.25,0,1,5,1,0,1
7.42833319,1,17,8,.63999999,0,0,1,3,0,12,12,0,0,3,1,0,1
7.15617664,1,16,12,1.4400001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.35784227,1,12,6,.36000001,0,0,1,3,1,12,14,0,0,2,1,0,1
6.09582456,1,18,3,.090000004,0,0,1,3,1,9,9,0,0,7,1,0,1
6.17586727,1,16,6,.36000001,1,0,1,3,1,9.94,9,1,0,9,0,1,1
6.14632926,1,12,6,.36000001,1,0,1,3,1,16,12,0,0,2,1,0,1
6.50428817,1,6,19,3.6099999,0,0,1,3,1,3,3,0,0,8,1,0,1
5.65599181,1,15,6,.36000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.35784227,1,18,9,.81,0,0,1,3,1,12,12,0,0,3,1,0,1
6.58063914,1,14,9,.81,0,0,1,3,1,12,12,0,0,3,1,0,1
6.13556489,1,12,7,.49000001,0,0,1,3,1,6,8,0,0,8,1,0,1
6.62007321,1,15,4,.16,0,0,1,3,1,12,10,0,0,5,1,0,1
5.29831737,1,12,6,.36000001,0,0,1,3,1,6,12,0,0,6,1,0,1
6.47697236,1,12,9,.81,0,0,1,3,1,12,10,0,0,5,1,0,1
6.17586727,1,18,4,.16,0,0,1,3,1,12,11,0,0,5,0,0,1
6.39692966,1,11,7,.49000001,0,0,1,3,1,9,10.25,0,1,9,0,1,1
6.64509097,1,16,6,.36000001,0,1,1,3,1,16,16,0,0,1,1,0,1
6.65286303,1,17,4,.16,0,0,1,3,1,16,16,0,0,1,1,0,1
6.46302946,1,16,2,.039999999,0,0,1,3,1,16,16,0,0,1,1,0,1
6.96129605,1,14,13,1.6900001,0,0,1,3,1,14,10,0,0,5,1,0,1
6.51619308,1,16,9,.81,0,0,1,3,1,14,12,0,0,2,1,0,1
6.53813982,1,12,10,1,0,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.86901445,1,17,7,.49000001,0,0,1,3,1,14,12,0,0,2,1,0,1
5.99146455,1,13,9,.81,0,0,1,3,1,14,12,0,0,2,1,0,1
6.51174533,1,16,5,.25,0,0,1,3,1,14,12,0,0,2,1,0,1
7.27378632,1,18,10,1,1,0,1,3,1,10,11,0,0,7,1,0,1
6.27098843,1,18,8,.63999999,0,0,1,3,1,16,10,0,0,5,1,0,1
6.55108034,1,14,7,.49000001,1,0,1,3,1,9,11,0,0,7,1,0,1
6.51471269,1,8,20,4,1,0,1,3,1,9.94,4,1,0,9,0,0,1
6.20253552,1,18,1,.0099999998,0,0,1,3,1,8,10,0,0,8,1,0,1
6.2146081,1,12,6,.36000001,0,0,1,3,1,12,8,0,0,5,1,0,1
6.10924758,1,16,2,.039999999,1,0,1,3,1,9.94,10.25,1,1,9,1,0,1
6.39859493,1,13,6,.36000001,1,0,1,3,1,9.94,8,1,0,9,0,1,1
6.57507584,1,13,9,.81,1,0,1,3,1,9,12,0,0,6,1,0,1
6.35437004,1,12,11,1.21,1,0,1,3,1,9,10,0,0,7,1,0,1
5.85793315,1,12,7,.49000001,1,0,1,3,1,9,10,0,0,7,1,0,1
5.85793315,1,12,6,.36000001,1,0,1,3,1,9,10,0,0,7,1,0,1
6.46614472,1,16,7,.49000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.51471269,1,15,3,.090000004,0,0,1,3,1,10,12,0,0,6,1,0,1
6.52062113,1,15,7,.49000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.28039584,1,12,9,.81,0,0,1,3,1,12,9,0,0,5,1,0,1
6.26149168,1,16,9,.81,0,0,1,3,1,12,10,0,0,5,1,0,1
6.50279005,1,16,6,.36000001,0,1,1,3,0,10,10,0,0,7,1,0,1
5.91350301,1,14,6,.36000001,0,0,1,3,1,12,10.25,0,1,5,1,0,1
6.48920493,1,15,5,.25,0,0,1,3,1,12,12,0,0,3,1,0,1
6.55108034,1,12,16,2.5599999,1,0,1,3,1,9.94,10.25,1,1,9,1,0,1
5.73979291,1,18,3,.090000004,0,0,1,3,1,9,12,0,0,6,1,0,1
6.73459166,1,9,18,3.24,0,0,1,3,1,9.94,9,1,0,9,0,1,1
6.49223984,1,14,11,1.21,0,0,1,3,1,10,12,0,0,6,1,0,1
6.53958596,1,16,9,.81,0,0,1,3,1,8,9,0,0,8,1,0,1
6.35784227,1,15,7,.49000001,0,0,1,3,1,9.94,7,1,0,9,1,0,1
6.5581978,1,17,3,.090000004,0,0,1,3,1,9,12,0,0,6,0,0,1
5.6767538,1,16,5,.25,0,1,1,3,1,5,8,0,0,8,1,0,1
6.62007321,1,13,7,.49000001,0,0,1,3,1,8,11,0,0,8,1,0,1
7.27378632,1,16,12,1.4400001,0,0,1,3,1,12,12,0,0,3,1,0,1
7.09174212,1,16,11,1.21,0,0,1,3,1,16,16,0,0,1,1,0,1
7.37963215,1,15,12,1.4400001,0,1,1,3,1,9.94,8,1,0,9,1,0,1
6.64509097,1,14,12,1.4400001,0,1,1,3,1,9.94,12,1,0,4,1,0,1
6.24027585,1,16,9,.81,0,0,1,3,1,14,16,0,0,1,1,0,1
6.69084228,1,12,13,1.6900001,0,0,1,3,1,9.94,8,1,0,9,0,1,1
6.86901445,1,17,11,1.21,0,0,1,3,1,8,8,0,0,8,1,0,1
6.51471269,1,12,7,.49000001,0,0,1,3,1,16,16,0,0,1,1,0,1
5.98645201,1,13,5,.25,0,0,1,3,1,8,8,0,0,8,1,0,1
6.75110147,1,14,13,1.6900001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.54103,1,11,8,.63999999,1,0,1,3,1,9.94,9,1,0,9,0,1,1
6.46302946,1,11,7,.49000001,1,0,1,3,1,8,9,0,0,8,1,0,1
5.84354442,1,13,8,.63999999,1,0,1,3,1,10,8,0,0,8,1,0,1
6.32972091,1,12,9,.81,1,0,1,3,1,9.94,10.25,1,1,9,1,0,1
6.52795792,1,12,6,.36000001,1,0,1,3,1,9,11,0,0,7,1,0,1
6.15060277,1,16,7,.49000001,0,1,1,3,1,16,16,0,0,1,1,0,1
5.70378247,1,16,4,.16,0,0,1,3,1,12,12,0,0,3,0,0,1
6.51174533,1,18,1,.0099999998,0,0,1,3,1,12,9,0,0,5,1,0,1
5.95324333,1,16,2,.039999999,0,0,1,3,1,12,9,0,0,5,1,0,1
6.69456206,1,16,11,1.21,0,0,1,3,1,8,6,0,0,8,1,0,1
6.30627529,1,17,1,.0099999998,0,0,1,3,1,12,12,0,0,3,1,0,1
6.2146081,1,16,4,.16,0,0,1,3,1,12,12,0,0,3,1,0,1
6.58892648,1,13,10,1,0,0,1,3,1,11,12,0,0,6,1,0,1
6.26149168,1,16,6,.36000001,0,0,1,3,0,11,12,0,0,6,1,0,1
6.10924758,1,15,3,.090000004,1,0,1,3,1,2,8,0,0,8,1,0,1
6.62671775,1,12,10,1,1,0,1,3,1,6,8,0,0,8,1,0,1
6.46146818,1,12,6,.36000001,1,0,1,3,1,11,10.25,0,1,9,0,0,1
5.74620319,1,12,6,.36000001,1,0,1,3,1,10,12,0,0,6,1,0,1
7.26192709,1,12,11,1.21,0,0,1,3,1,12,12,0,0,3,1,0,1
6.63463336,1,12,10,1,0,0,1,3,1,11,5,0,0,8,1,0,1
6.39692966,1,12,8,.63999999,0,0,1,3,1,11,5,0,0,8,1,0,1
7.01301579,1,16,10,1,0,0,1,3,1,12,15,0,0,2,1,0,1
6.63725803,1,16,11,1.21,0,0,1,3,1,13,17,0,0,1,1,0,1
6.47697236,1,12,14,1.96,0,0,1,3,1,8,8,0,0,8,1,0,1
7.05185562,1,14,7,.49000001,0,0,1,3,1,16,16,0,0,1,1,0,1
6.39692966,1,12,6,.36000001,0,0,1,3,1,9,12,0,0,6,1,0,1
6.31896811,1,12,11,1.21,0,0,1,3,1,11,11,0,0,7,1,0,1
6.29710932,1,11,11,1.21,0,0,1,3,1,11,11,0,0,7,1,0,1
6.30991828,1,11,8,.63999999,0,0,1,3,1,11,11,0,0,7,1,0,1
6.68461173,1,11,14,1.96,0,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.90775528,1,11,9,.81,0,0,1,3,1,10,11,0,0,7,1,0,1
6.76157277,1,12,13,1.6900001,0,0,1,3,1,13,11,0,0,5,1,0,1
6.41836494,1,13,13,1.6900001,0,0,1,3,1,9.94,6,1,0,9,0,0,1
6.25190388,1,16,2,.039999999,0,0,1,3,1,12,12,0,0,3,1,0,1
6.56103067,1,13,11,1.21,1,0,1,3,1,9.94,10.25,1,1,9,1,0,1
6.70686234,1,13,7,.49000001,1,0,1,3,1,10,10,0,0,7,1,0,1
5.70378247,1,10,9,.81,1,0,1,3,1,10,12,0,0,6,1,0,1
6.5539334,1,16,8,.63999999,0,0,1,3,1,9,9,0,0,7,1,0,1
7.18690102,1,16,12,1.4400001,0,0,1,3,1,9.94,12,1,0,4,0,1,1
5.94017125,1,12,9,.81,1,0,1,3,1,9.94,12,1,0,4,0,1,1
5.99146455,1,11,9,.81,1,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.21060008,1,11,8,.63999999,1,0,1,3,1,9.94,10.25,1,1,9,0,1,1
6.49677499,1,10,17,2.8900001,1,0,1,3,1,9.94,11,1,0,9,0,1,1
6.39692966,1,10,17,2.8900001,1,0,1,3,1,8,11,0,0,8,1,0,1
6.94119006,1,18,8,.63999999,0,1,0,3,1,16,12,0,0,2,1,0,1
6.98378997,1,14,5,.25,0,0,1,3,1,12,12,0,0,3,1,0,1
5.99146455,1,18,0,0,0,1,1,3,1,12,12,0,0,3,1,0,1
6.46302946,1,16,11,1.21,0,0,1,3,1,13,12,0,0,2,1,0,1
6.42971948,1,12,14,1.96,0,0,1,3,1,9.94,8,1,0,9,0,0,1
6.17586727,1,17,7,.49000001,0,0,1,3,1,12,11,0,0,5,0,0,1
6.96413561,1,16,11,1.21,0,0,1,3,1,8,8,0,0,8,1,0,1
6.30078579,1,12,8,.63999999,0,0,1,3,1,8,12,0,0,6,1,0,1
6.66695679,1,14,6,.36000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.18414889,1,18,1,.0099999998,0,0,1,3,1,12,12,0,0,3,1,0,1
6.58202514,1,14,14,1.96,0,0,1,3,1,11,11,0,0,7,1,0,1
6.54391185,1,15,7,.49000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.30809844,1,15,13,1.6900001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.67582322,1,15,11,1.21,0,0,1,3,1,15,12,0,0,2,1,0,1
7.56164175,1,16,11,1.21,0,1,1,3,1,18,16,0,0,1,1,0,1
6.67582322,1,15,12,1.4400001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.80239476,1,15,7,.49000001,0,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.48310735,1,14,12,1.4400001,0,0,1,3,1,8,8,0,0,8,1,0,1
6.24027585,1,12,9,.81,0,0,1,3,1,12,12,0,0,3,1,0,1
5.95064255,1,14,9,.81,0,0,1,3,1,9.94,12,1,0,4,0,1,1
6.2146081,1,16,5,.25,0,1,0,3,1,16,16,0,0,1,1,0,1
6.39859493,1,15,4,.16,0,0,1,3,1,12,11,0,0,5,1,0,1
6.08221891,1,12,9,.81,0,0,1,3,1,12,12,0,0,3,1,0,1
6.2146081,1,12,7,.49000001,0,0,1,3,1,12,12,0,0,3,1,0,1
7.14203657,1,18,9,.81,0,0,1,3,1,9.94,18,1,0,4,0,1,1
6.61606519,1,14,6,.36000001,0,1,1,3,1,12,14,0,0,2,1,0,1
6.24027585,1,14,7,.49000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.55108034,1,12,15,2.25,0,1,1,3,1,9.94,10.25,1,1,9,0,1,1
6.51025834,1,16,7,.49000001,0,0,1,3,1,14,12,0,0,2,1,0,1
6.89060912,1,17,7,.49000001,0,0,1,3,1,9.94,10.25,1,1,9,1,0,1
5.39362755,1,13,10,1,0,0,0,3,1,12,12,0,0,3,1,0,1
7.09174212,1,18,9,.81,0,0,1,3,1,12,12,0,0,3,1,0,1
6.50279005,1,12,12,1.4400001,0,0,0,3,1,12,12,0,0,3,1,0,1
6.7310181,1,14,8,.63999999,1,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.09582456,1,15,4,.16,0,0,1,3,1,12,12,0,0,3,1,0,1
6.29710932,1,12,7,.49000001,0,0,1,3,1,10,12,0,0,6,1,0,1
6.22455843,1,14,10,1,0,1,1,3,1,12,12,0,0,3,1,0,1
6.68085468,1,12,13,1.6900001,0,0,0,3,1,9.94,10.25,1,1,9,0,0,1
5.87773578,1,9,9,.81,0,0,1,3,1,10,8,0,0,8,1,0,1
6.2146081,1,12,9,.81,0,0,1,3,1,12,8,0,0,5,1,0,1
6.86901445,1,12,16,2.5599999,0,0,1,3,1,9.94,8,1,0,9,0,1,1
5.85793315,1,11,11,1.21,0,0,1,3,1,6,5,0,0,8,1,0,1
5.74620319,1,15,3,.090000004,0,0,1,3,1,6,5,0,0,8,1,0,1
4.76217393,1,16,2,.039999999,0,1,1,3,1,17,13,0,0,1,1,0,1
6.58755001,1,12,15,2.25,0,0,1,3,1,10,8,0,0,8,1,0,1
6.28413416,1,13,14,1.96,1,0,1,3,1,9.94,11,1,0,9,1,0,1
6.27664349,1,13,7,.49000001,1,1,1,3,1,12,12,0,0,3,1,0,1
6.0591232,1,17,5,.25,1,1,1,3,1,9.94,10.25,1,1,9,0,0,1
6.99759598,1,16,12,1.4400001,0,0,1,3,1,15,13,0,0,1,1,0,1
7.56268125,1,12,15,2.25,0,0,1,3,1,9.94,9,1,0,9,0,1,1
6.74523635,1,18,8,.63999999,0,1,1,3,1,10,12,0,0,6,1,0,1
5.89989735,1,12,6,.36000001,0,0,1,3,1,11,11,0,0,7,1,0,1
6.16120732,1,16,4,.16,0,0,1,3,1,12,8,0,0,5,1,0,1
6.48616079,1,13,7,.49000001,0,0,1,3,1,11,10,0,0,7,1,0,1
6.08677473,1,12,7,.49000001,0,0,1,3,1,11,10,0,0,7,1,0,1
6.13556489,1,14,5,.25,0,0,1,3,1,10,11,0,0,7,1,0,1
6.51174533,1,16,6,.36000001,0,0,1,3,1,9,10.25,0,1,9,0,0,0
7.04751722,1,12,6,.36000001,0,0,1,3,1,12,12,0,0,3,1,0,0
6.68461173,1,12,13,1.6900001,0,0,1,3,1,9.94,10.25,1,1,9,0,0,0
6.13122649,1,12,7,.49000001,0,0,1,3,1,9.94,12,1,0,4,0,1,0
5.81114099,1,12,8,.63999999,0,0,1,3,1,9.94,10.25,1,1,9,0,0,0
6.5539334,1,13,7,.49000001,0,0,1,3,1,6,8,0,0,8,1,0,0
6.26149168,1,12,7,.49000001,0,0,1,3,1,6,8,0,0,8,1,0,0
6.50279005,1,7,20,4,0,0,0,4,1,9.94,8,1,0,9,0,0,1
6.46302946,1,18,2,.039999999,0,0,1,3,1,12,12,0,0,3,1,0,1
6.68461173,1,12,6,.36000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.35784227,1,12,14,1.96,0,0,1,3,1,9.94,12,1,0,4,1,0,1
6.04737218,1,18,8,.63999999,0,0,0,3,1,12,12,0,0,3,1,0,1
6.77308038,1,18,5,.25,0,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.46146818,1,15,7,.49000001,0,0,1,3,1,9.94,12,1,0,4,0,1,1
7.00397414,1,16,7,.49000001,0,1,1,4,1,12,14,0,0,2,1,0,0
6.47543272,1,16,4,.16,0,0,1,4,1,12,14,0,0,2,1,0,0
6.10924758,1,12,8,.63999999,0,1,1,4,1,8,8,0,0,8,1,0,0
6.82871207,1,12,15,2.25,0,0,1,4,1,9.94,9,1,0,9,1,0,0
6.5482191,1,11,10,1,0,0,1,4,1,9.94,9,1,0,9,0,1,0
6.22455843,1,15,13,1.6900001,1,0,1,4,1,9.94,10.25,1,1,9,1,0,0
6.32076829,1,16,6,.36000001,0,1,1,4,1,12,13,0,0,2,1,0,0
5.92692603,1,17,2,.039999999,0,0,0,4,1,12,13,0,0,2,1,0,0
6.51174533,1,15,7,.49000001,0,1,1,4,1,12,12,0,0,3,1,0,0
5.73009978,1,13,11,1.21,0,0,1,4,1,8,8,0,0,8,1,0,0
6.37161185,1,12,16,2.5599999,0,0,1,4,1,12,12,0,0,3,1,0,0
6.66057515,1,12,6,.36000001,0,0,1,4,1,12,13,0,0,2,1,0,0
6.48616079,1,12,9,.81,0,0,1,3,1,9.94,8,1,0,9,0,1,1
6.04737218,1,12,10,1,0,0,1,3,1,8,5,0,0,8,1,0,1
7.15617664,1,16,6,.36000001,0,0,1,3,1,12,12,0,0,3,1,0,1
6.86901445,1,12,7,.49000001,0,0,1,3,1,11,12,0,0,6,0,0,1
6.68461173,1,12,12,1.4400001,0,0,1,3,1,4,16,0,0,6,1,0,1
6.62007321,1,12,15,2.25,0,0,1,3,1,12,12,0,0,3,1,0,1
6.47234629,1,18,5,.25,0,0,1,3,1,12,12,0,0,3,1,0,1
6.84374995,1,12,11,1.21,0,0,1,3,1,10,12,0,0,6,1,0,1
6.28599809,1,17,5,.25,0,0,1,3,0,17,12,0,0,2,1,0,1
5.66988092,1,15,3,.090000004,0,0,1,3,1,13,16,0,0,1,1,0,1
5.25749537,1,12,11,1.21,0,1,0,5,0,6,8,0,0,8,1,0,1
6.70686234,1,18,6,.36000001,0,0,1,3,1,9.94,10.25,1,1,9,0,0,1
6.70073111,1,18,6,.36000001,0,0,1,3,1,9.94,13,1,0,4,0,0,1
6.58892648,1,12,11,1.21,0,0,1,3,1,10,12,0,0,6,1,0,1
7.02553831,1,12,6,.36000001,0,0,1,3,1,10,12,0,0,6,1,0,1
6.42162227,1,17,5,.25,1,0,1,3,1,14,10.25,0,1,5,0,0,1
5.99893656,1,12,8,.63999999,1,0,1,3,1,14,10.25,0,1,5,0,0,1
6.5581978,1,11,9,.81,0,0,1,3,1,8,9,0,0,8,1,0,1
5.82008293,1,15,6,.36000001,0,0,1,3,1,11,12,0,0,6,1,0,1
6.72503364,1,17,5,.25,0,0,1,3,1,11,12,0,0,6,1,0,1
5.25749537,1,17,3,.090000004,0,0,1,3,1,11,12,0,0,6,1,0,1
6.59304453,1,12,8,.63999999,0,0,1,3,1,12,12,0,0,3,1,0,1
6.295266,1,10,10,1,0,0,1,3,1,9,11,0,0,7,1,0,1
6.7129562,1,12,10,1,0,0,0,3,0,11,11,0,0,7,1,0,1
6.08221891,1,12,8,.63999999,0,1,1,3,0,11,11,0,0,7,1,0,1
6.5998705,1,14,4,.16,0,1,1,3,0,11,11,0,0,7,1,0,1
6.05678401,1,16,2,.039999999,0,0,1,3,0,14,12,0,0,2,1,0,1
5.82894562,1,12,12,1.4400001,0,0,0,3,0,11,12,0,0,6,1,0,1
6.17586727,1,13,15,2.25,0,1,1,3,0,14,11,0,0,5,1,0,1
6.70563909,1,16,10,1,0,0,1,3,0,10,12,0,0,6,1,0,1
6.2146081,1,12,10,1,0,0,0,3,0,12,12,0,0,3,1,0,1
6.29710932,1,12,7,.49000001,1,0,1,3,0,9.94,10.25,1,1,9,0,0,1
6.10255859,1,16,4,.16,0,0,1,3,0,9.94,11,1,0,9,0,1,1
