stdntid,grade,outcome,issmall,yearsstar,yearssmall,iswhite,isfreelunch,isfemale,f
15781,3,-.28220713,1,4,4,1,0,0,4
15781,3,13,1,4,4,1,0,0,6
15781,3,10,1,4,4,1,0,0,5
15781,3,87,1,4,4,1,0,0,8
15781,3,.46596795,1,4,4,1,0,0,1
15781,3,100,1,4,4,1,0,0,7
15783,3,50,1,4,4,1,0,1,7
15783,3,100,1,4,4,1,0,1,8
15783,3,-.81565964,1,4,4,1,0,1,1
15783,3,-.42913392,1,4,4,1,0,1,2
15783,3,15,1,4,4,1,0,1,6
15783,3,54,1,4,4,1,0,1,10
15783,3,.33627209,1,4,4,1,0,1,3
15783,3,-.84495538,1,4,4,1,0,1,4
15783,3,5,1,4,4,1,0,1,5
15784,3,93,1,3,3,0,0,1,8
15784,3,.32529113,1,3,3,0,0,1,2
15784,3,43,1,3,3,0,0,1,10
15784,3,.61716121,1,3,3,0,0,1,3
15784,3,10,1,3,3,0,0,1,5
15784,3,.91081923,1,3,3,0,0,1,4
15784,3,14,1,3,3,0,0,1,6
15784,3,1.0675483,1,3,3,0,0,1,1
15784,3,100,1,3,3,0,0,1,7
15785,3,1.4860389,0,3,0,1,0,1,1
15785,3,15,0,3,0,1,0,1,6
15785,3,.32529113,0,3,0,1,0,1,2
15785,3,10,0,3,0,1,0,1,5
15785,3,1.02289,0,3,0,1,0,1,3
15785,3,100,0,3,0,1,0,1,7
15785,3,44,0,3,0,1,0,1,10
15785,3,100,0,3,0,1,0,1,8
15785,3,.7532497,0,3,0,1,0,1,4
15786,3,1.0683887,0,4,0,1,0,1,4
15786,3,15,0,4,0,1,0,1,6
15786,3,2.5521753,0,4,0,1,0,1,3
15786,3,10,0,4,0,1,0,1,5
15786,3,100,0,4,0,1,0,1,8
15786,3,53,0,4,0,1,0,1,10
15786,3,1.6168172,0,4,0,1,0,1,1
15786,3,100,0,4,0,1,0,1,7
15786,3,1.5575187,0,4,0,1,0,1,2
15787,3,100,0,4,0,1,0,0,7
15787,3,1.2709781,0,4,0,1,0,0,4
15787,3,1.6168172,0,4,0,1,0,0,1
15787,3,93,0,4,0,1,0,0,8
15787,3,1.1477295,0,4,0,1,0,0,3
15787,3,10,0,4,0,1,0,0,5
15787,3,14,0,4,0,1,0,0,6
15787,3,1.7084037,0,4,0,1,0,0,2
15787,3,46,0,4,0,1,0,0,10
15791,3,10,1,3,3,1,0,0,5
15791,3,1.2808962,1,3,3,1,0,0,2
15791,3,15,1,3,3,1,0,0,6
15791,3,.80442065,1,3,3,1,0,0,3
15791,3,.37058088,1,3,3,1,0,0,4
15791,3,.80599159,1,3,3,1,0,0,1
15791,3,100,1,3,3,1,0,0,8
15791,3,100,1,3,3,1,0,0,7
15791,3,43,1,3,3,1,0,0,10
15792,3,49,0,4,0,0,1,0,10
15792,3,11,0,4,0,0,1,0,6
15792,3,73,0,4,0,0,1,0,8
15792,3,-.85664147,0,4,0,0,1,0,2
15792,3,-1.3387729,0,4,0,0,1,0,1
15792,3,9,0,4,0,0,1,0,5
15792,3,-1.5652732,0,4,0,0,1,0,4
15792,3,-1.1618032,0,4,0,0,1,0,3
15792,3,90,0,4,0,0,1,0,7
15793,3,.12594432,0,4,1,1,0,1,1
15793,3,.1679915,0,4,1,1,0,1,4
15793,3,90,0,4,1,1,0,1,7
15793,3,.87853616,0,4,1,1,0,1,2
15793,3,9,0,4,1,1,0,1,5
15793,3,100,0,4,1,1,0,1,8
15793,3,15,0,4,1,1,0,1,6
15793,3,44,0,4,1,1,0,1,10
15793,3,-.41276559,0,4,1,1,0,1,3
15794,3,-.37101331,1,4,4,1,0,1,1
15794,3,.024173059,1,4,4,1,0,1,3
15794,3,43,1,4,4,1,0,1,10
15794,3,10,1,4,4,1,0,1,6
15794,3,-.85664147,1,4,4,1,0,1,2
15794,3,67,1,4,4,1,0,1,8
15794,3,9,1,4,4,1,0,1,5
15794,3,90,1,4,4,1,0,1,7
15794,3,-.43977663,1,4,4,1,0,1,4
15795,3,39,0,1,0,1,1,0,10
15796,3,13,0,3,0,1,1,1,6
15796,3,-.47518539,0,3,0,1,1,1,3
15796,3,90,0,3,0,1,1,1,7
15796,3,39,0,3,0,1,1,1,10
15796,3,87,0,3,0,1,1,1,8
15796,3,9,0,3,0,1,1,1,5
15796,3,-.58001894,0,3,0,1,1,1,2
15801,3,1.0797162,0,4,0,1,1,0,2
15801,3,10,0,4,0,1,1,0,5
15801,3,100,0,4,0,1,1,0,8
15801,3,1.2413592,0,4,0,1,1,0,3
15801,3,15,0,4,0,1,1,0,6
15801,3,1.2506379,0,4,0,1,1,0,1
15801,3,45,0,4,0,1,1,0,10
15801,3,100,0,4,0,1,1,0,7
15801,3,1.5410973,0,4,0,1,1,0,4
15802,3,10,0,4,0,1,0,1,5
15802,3,15,0,4,0,1,0,1,6
15802,3,2.3230202,0,4,0,1,0,1,1
15802,3,1.8787463,0,4,0,1,0,1,4
15802,3,1.8844362,0,4,0,1,0,1,2
15802,3,47,0,4,0,1,0,1,10
15802,3,1.8655573,0,4,0,1,0,1,3
15802,3,100,0,4,0,1,0,1,8
15802,3,100,0,4,0,1,0,1,7
15803,3,90,1,4,4,1,1,1,7
15803,3,.91081923,1,4,4,1,1,1,4
15803,3,46,1,4,4,1,1,1,10
15803,3,.048668604,1,4,4,1,1,1,2
15803,3,.80599159,1,4,4,1,1,1,1
15803,3,15,1,4,4,1,1,1,6
15803,3,9,1,4,4,1,1,1,5
15803,3,100,1,4,4,1,1,1,8
15803,3,-.35034579,1,4,4,1,1,1,3
15804,3,.59674627,1,4,4,1,0,1,1
15804,3,10,1,4,4,1,0,1,5
15804,3,100,1,4,4,1,0,1,7
15804,3,.71079093,1,4,4,1,0,1,3
15804,3,-.50457644,1,4,4,1,0,1,2
15804,3,.48313054,1,4,4,1,0,1,4
15804,3,100,1,4,4,1,0,1,8
15804,3,52,1,4,4,1,0,1,10
15804,3,15,1,4,4,1,0,1,6
15807,3,2.3873863,1,4,1,1,0,1,2
15807,3,15,1,4,1,1,0,1,6
15807,3,2.9817328,1,4,1,1,0,1,4
15807,3,100,1,4,1,1,0,1,8
15807,3,37,1,4,1,1,0,1,10
15807,3,.67521328,1,4,1,1,0,1,1
15807,3,10,1,4,1,1,0,1,5
15807,3,1.2413592,1,4,1,1,0,1,3
15807,3,100,1,4,1,1,0,1,7
15808,3,.61819011,0,4,1,1,0,1,4
15808,3,.72752458,0,4,1,1,0,1,1
15808,3,.19955361,0,4,1,1,0,1,2
15808,3,8,0,4,1,1,0,1,5
15808,3,14,0,4,1,1,0,1,6
15808,3,80,0,4,1,1,0,1,7
15808,3,93,0,4,1,1,0,1,8
15808,3,.61716121,0,4,1,1,0,1,3
15808,3,44,0,4,1,1,0,1,10
15809,3,.7532497,1,3,3,1,0,0,4
15809,3,1.1460153,1,3,3,1,0,0,1
15809,3,80,1,3,3,1,0,0,7
15809,3,.024173059,1,3,3,1,0,0,3
15809,3,46,1,3,3,1,0,0,10
15809,3,100,1,3,3,1,0,0,8
15809,3,8,1,3,3,1,0,0,5
15809,3,1.1803062,1,3,3,1,0,0,2
15809,3,15,1,3,3,1,0,0,6
15810,3,.80442065,0,4,3,1,1,1,3
15810,3,100,0,4,3,1,1,1,8
15810,3,15,0,4,3,1,1,1,6
15810,3,2.6107326,0,4,3,1,1,1,1
15810,3,1.4066337,0,4,3,1,1,1,2
15810,3,10,0,4,3,1,1,1,5
15810,3,40,0,4,3,1,1,1,10
15810,3,100,0,4,3,1,1,1,7
15810,3,2.4640045,0,4,3,1,1,1,4
15811,3,1.2413592,1,4,4,1,1,0,3
15811,3,.50132364,1,4,4,1,1,0,2
15811,3,.1679915,1,4,4,1,1,0,4
15811,3,14,1,4,4,1,1,0,6
15811,3,93,1,4,4,1,1,0,8
15811,3,10,1,4,4,1,1,0,5
15811,3,100,1,4,4,1,1,0,7
15811,3,.073632985,1,4,4,1,1,0,1
15812,3,60,0,4,0,1,1,1,7
15812,3,.7532497,0,4,0,1,1,1,4
15812,3,-.99874926,0,4,0,1,1,1,1
15812,3,5,0,4,0,1,1,1,6
15812,3,6,0,4,0,1,1,1,5
15812,3,-.88091415,0,4,0,1,1,1,3
15812,3,42,0,4,0,1,1,1,10
15812,3,33,0,4,0,1,1,1,8
15812,3,-2.2649016,0,4,0,1,1,1,2
15813,3,.65220863,0,4,0,1,0,0,2
15813,3,9,0,4,0,1,0,0,5
15813,3,40,0,4,0,1,0,0,10
15813,3,14,0,4,0,1,0,0,6
15813,3,-.37224683,0,4,0,1,0,0,4
15813,3,90,0,4,0,1,0,0,7
15813,3,-.030989677,0,4,0,1,0,0,1
15813,3,.5235315,0,4,0,1,0,0,3
15813,3,93,0,4,0,1,0,0,8
15814,3,14,0,3,0,1,0,0,6
15814,3,-.051921401,0,3,0,1,0,0,2
15814,3,1.2709781,0,3,0,1,0,0,4
15814,3,.021321654,0,3,0,1,0,0,1
15814,3,41,0,3,0,1,0,0,10
15814,3,93,0,3,0,1,0,0,8
15814,3,7,0,3,0,1,0,0,5
15814,3,70,0,3,0,1,0,0,7
15814,3,-.13187645,0,3,0,1,0,0,3
15815,3,1.7084037,1,4,4,1,0,0,2
15815,3,15,1,4,4,1,0,0,6
15815,3,.72752458,1,4,4,1,0,0,1
15815,3,.91081923,1,4,4,1,0,0,4
15815,3,.024173059,1,4,4,1,0,0,3
15815,3,90,1,4,4,1,0,0,7
15815,3,46,1,4,4,1,0,0,10
15815,3,100,1,4,4,1,0,0,8
15815,3,9,1,4,4,1,0,0,5
15816,3,8,1,2,2,1,0,0,5
15816,3,-.083301008,1,2,2,1,0,0,1
15816,3,12,1,2,2,1,0,0,6
15816,3,50,1,2,2,1,0,0,10
15816,3,80,1,2,2,1,0,0,7
15816,3,-.53760523,1,2,2,1,0,0,3
15816,3,1.2709781,1,2,2,1,0,0,4
15816,3,-.50457644,1,2,2,1,0,0,2
15816,3,80,1,2,2,1,0,0,8
15817,3,.46596795,0,4,0,1,0,0,1
15817,3,-.37883893,0,4,0,1,0,0,2
15817,3,13,0,4,0,1,0,0,6
15817,3,9,0,4,0,1,0,0,5
15817,3,-.10212767,0,4,0,1,0,0,4
15817,3,.61716121,0,4,0,1,0,0,3
15817,3,87,0,4,0,1,0,0,8
15817,3,90,0,4,0,1,0,0,7
15817,3,38,0,4,0,1,0,0,10
15818,3,.27385229,0,4,0,1,0,0,3
15818,3,1.4066337,0,4,0,1,0,0,2
15818,3,-.10212767,0,4,0,1,0,0,4
15818,3,.28287831,0,4,0,1,0,0,1
15818,3,36,0,4,0,1,0,0,10
15818,3,80,0,4,0,1,0,0,7
15818,3,8,0,4,0,1,0,0,5
15818,3,93,0,4,0,1,0,0,8
15818,3,14,0,4,0,1,0,0,6
15819,3,.17825565,1,4,4,1,0,1,1
15819,3,93,1,4,4,1,0,1,8
15819,3,-.19429627,1,4,4,1,0,1,3
15819,3,80,1,4,4,1,0,1,7
15819,3,.80309367,1,4,4,1,0,1,2
15819,3,47,1,4,4,1,0,1,10
15819,3,14,1,4,4,1,0,1,6
15819,3,-.10212767,1,4,4,1,0,1,4
15819,3,8,1,4,4,1,0,1,5
15820,3,1.8844362,1,4,1,1,1,1,2
15820,3,10,1,4,1,1,1,1,5
15820,3,100,1,4,1,1,1,1,8
15820,3,1.1477295,1,4,1,1,1,1,3
15820,3,15,1,4,1,1,1,1,6
15820,3,.7532497,1,4,1,1,1,1,4
15820,3,.28287831,1,4,1,1,1,1,1
15820,3,45,1,4,1,1,1,1,10
15820,3,100,1,4,1,1,1,1,7
15821,3,73,0,4,0,1,1,1,8
15821,3,-1.5104765,0,4,0,1,1,1,2
15821,3,-.81849432,0,4,0,1,1,1,3
15821,3,44,0,4,0,1,1,1,10
15821,3,11,0,4,0,1,1,1,6
15821,3,.7532497,0,4,0,1,1,1,4
15821,3,-.29254633,0,4,0,1,1,1,1
15821,3,10,0,4,0,1,1,1,5
15821,3,100,0,4,0,1,1,1,7
15825,3,47,0,2,0,1,0,1,10
15825,3,-1.4172399,0,2,0,1,0,1,1
15825,3,53,0,2,0,1,0,1,8
15825,3,70,0,2,0,1,0,1,7
15825,3,-.53760523,0,2,0,1,0,1,3
15825,3,7,0,2,0,1,0,1,5
15825,3,-.85664147,0,2,0,1,0,1,2
15825,3,-1.3851937,0,2,0,1,0,1,4
15825,3,8,0,2,0,1,0,1,6
15826,3,-.29254633,0,4,0,1,0,1,1
15826,3,.077951774,0,4,0,1,0,1,4
15826,3,.18022257,0,4,0,1,0,1,3
15826,3,15,0,4,0,1,0,1,6
15826,3,100,0,4,0,1,0,1,8
15826,3,10,0,4,0,1,0,1,5
15826,3,-.0016263996,0,4,0,1,0,1,2
15826,3,41,0,4,0,1,0,1,10
15826,3,100,0,4,0,1,0,1,7
15827,3,42,0,1,0,1,1,1,10
15827,3,1.7475955,0,1,0,1,1,1,1
15827,3,-.32854393,0,1,0,1,1,1,2
15827,3,10,0,1,0,1,1,1,5
15827,3,1.2709781,0,1,0,1,1,1,4
15827,3,15,0,1,0,1,1,1,6
15827,3,100,0,1,0,1,1,1,7
15827,3,100,0,1,0,1,1,1,8
15827,3,.80442065,0,1,0,1,1,1,3
15828,3,10,0,4,0,1,1,0,5
15828,3,.80599159,0,4,0,1,1,0,1
15828,3,.48313054,0,4,0,1,1,0,4
15828,3,.42990181,0,4,0,1,1,0,3
15828,3,15,0,4,0,1,1,0,6
15828,3,47,0,4,0,1,1,0,10
15828,3,100,0,4,0,1,1,0,7
15828,3,.65220863,0,4,0,1,1,0,2
15828,3,100,0,4,0,1,1,0,8
15829,3,100,0,3,0,1,0,0,8
15829,3,-.47563598,0,3,0,1,0,0,1
15829,3,15,0,3,0,1,0,0,6
15829,3,60,0,3,0,1,0,0,7
15829,3,.024173059,0,3,0,1,0,0,3
15829,3,54,0,3,0,1,0,0,10
15829,3,-.37883893,0,3,0,1,0,0,2
15829,3,-.37224683,0,3,0,1,0,0,4
15829,3,6,0,3,0,1,0,0,5
15830,3,41,1,2,1,1,1,1,10
15830,3,1.3974088,1,2,1,1,1,1,3
15830,3,90,1,2,1,1,1,1,7
15830,3,9,1,2,1,1,1,1,5
15830,3,1.3552606,1,2,1,1,1,1,1
15830,3,.048668604,1,2,1,1,1,1,2
15830,3,1.0683887,1,2,1,1,1,1,4
15830,3,93,1,2,1,1,1,1,8
15830,3,14,1,2,1,1,1,1,6
15834,3,93,0,4,0,1,0,1,8
15834,3,1.8787463,0,4,0,1,0,1,4
15834,3,14,0,4,0,1,0,1,6
15834,3,-.25671607,0,4,0,1,0,1,3
15834,3,.96292561,0,4,0,1,0,1,1
15834,3,43,0,4,0,1,0,1,10
15834,3,8,0,4,0,1,0,1,5
15834,3,80,0,4,0,1,0,1,7
15834,3,.19955361,0,4,0,1,0,1,2
15835,3,10,1,4,4,1,1,0,5
15835,3,45,1,4,4,1,1,0,10
15835,3,100,1,4,4,1,1,0,8
15835,3,.33518964,1,4,4,1,1,0,1
15835,3,.28054115,1,4,4,1,1,0,4
15835,3,100,1,4,4,1,1,0,7
15835,3,15,1,4,4,1,1,0,6
15835,3,.37558612,1,4,4,1,1,0,2
15835,3,-.13187645,1,4,4,1,1,0,3
15836,3,.14925861,0,2,0,1,0,0,2
15836,3,70,0,2,0,1,0,0,7
15836,3,100,0,2,0,1,0,0,8
15836,3,46,0,2,0,1,0,0,10
15836,3,7,0,2,0,1,0,0,5
15836,3,-1.2276242,0,2,0,1,0,0,4
15836,3,-1.1295276,0,2,0,1,0,0,1
15836,3,15,0,2,0,1,0,0,6
15836,3,.42990181,0,2,0,1,0,0,3
15837,3,90,0,4,0,1,0,1,7
15837,3,.65220863,0,4,0,1,0,1,2
15837,3,.18022257,0,4,0,1,0,1,3
15837,3,.37058088,0,4,0,1,0,1,4
15837,3,37,0,4,0,1,0,1,10
15837,3,-.083301008,0,4,0,1,0,1,1
15837,3,100,0,4,0,1,0,1,8
15837,3,15,0,4,0,1,0,1,6
15837,3,9,0,4,0,1,0,1,5
15838,3,.7532497,1,4,4,1,0,1,4
15838,3,2.0528169,1,4,4,1,0,1,3
15838,3,10,1,4,4,1,0,1,5
15838,3,100,1,4,4,1,0,1,7
15838,3,100,1,4,4,1,0,1,8
15838,3,1.4860389,1,4,4,1,0,1,1
15838,3,15,1,4,4,1,0,1,6
15838,3,45,1,4,4,1,0,1,10
15838,3,1.4066337,1,4,4,1,0,1,2
15840,3,100,1,4,4,1,0,0,7
15840,3,1.3552606,1,4,4,1,0,0,1
15840,3,1.3974088,1,4,4,1,0,0,3
15840,3,10,1,4,4,1,0,0,5
15840,3,100,1,4,4,1,0,0,8
15840,3,1.0683887,1,4,4,1,0,0,4
15840,3,15,1,4,4,1,0,0,6
15840,3,46,1,4,4,1,0,0,10
15840,3,1.2808962,1,4,4,1,0,0,2
15841,3,73,1,4,4,1,1,0,8
15841,3,-1.224223,1,4,4,1,1,0,3
15841,3,-.73719263,1,4,4,1,1,0,1
15841,3,60,1,4,4,1,1,0,7
15841,3,-.59734613,1,4,4,1,1,0,4
15841,3,11,1,4,4,1,1,0,6
15841,3,-.98237896,1,4,4,1,1,0,2
15841,3,6,1,4,4,1,1,0,5
15841,3,38,1,4,4,1,1,0,10
15842,3,.42990181,1,4,4,1,0,1,3
15842,3,40,1,4,4,1,0,1,10
15842,3,1.0683887,1,4,4,1,0,1,4
15842,3,10,1,4,4,1,0,1,5
15842,3,1.2506379,1,4,4,1,0,1,1
15842,3,15,1,4,4,1,0,1,6
15842,3,100,1,4,4,1,0,1,7
15842,3,.87853616,1,4,4,1,0,1,2
15842,3,100,1,4,4,1,0,1,8
15844,3,36,0,4,0,1,1,0,10
15844,3,-.68060893,0,4,0,1,1,0,2
15844,3,-.43977663,0,4,0,1,1,0,4
15844,3,73,0,4,0,1,1,0,8
15844,3,.33627209,0,4,0,1,1,0,3
15844,3,90,0,4,0,1,1,0,7
15844,3,11,0,4,0,1,1,0,6
15844,3,-.42332464,0,4,0,1,1,0,1
15844,3,9,0,4,0,1,1,0,5
15850,3,.42990181,0,4,0,1,0,0,3
15850,3,1.0675483,0,4,0,1,0,0,1
15850,3,80,0,4,0,1,0,0,8
15850,3,-.1525114,0,4,0,1,0,0,2
15850,3,.61819011,0,4,0,1,0,0,4
15850,3,12,0,4,0,1,0,0,6
15850,3,90,0,4,0,1,0,0,7
15850,3,39,0,4,0,1,0,0,10
15850,3,9,0,4,0,1,0,0,5
15852,3,80,0,4,0,1,0,1,8
15852,3,70,0,4,0,1,0,1,7
15852,3,-.13561234,0,4,0,1,0,1,1
15852,3,-.75605142,0,4,0,1,0,1,2
15852,3,12,0,4,0,1,0,1,6
15852,3,-.68738586,0,4,0,1,0,1,4
15852,3,7,0,4,0,1,0,1,5
15852,3,-.19429627,0,4,0,1,0,1,3
15852,3,53,0,4,0,1,0,1,10
15853,3,10,0,4,0,1,0,1,5
15853,3,.021321654,0,4,0,1,0,1,1
15853,3,-.50457644,0,4,0,1,0,1,2
15853,3,13,0,4,0,1,0,1,6
15853,3,100,0,4,0,1,0,1,7
15853,3,45,0,4,0,1,0,1,10
15853,3,87,0,4,0,1,0,1,8
15853,3,-.75607455,0,4,0,1,0,1,3
15853,3,.61819011,0,4,0,1,0,1,4
15855,3,14,0,2,0,1,1,0,6
15855,3,.57676613,0,2,0,1,1,0,2
15855,3,.59674627,0,2,0,1,1,0,1
15855,3,.077951774,0,2,0,1,1,0,4
15855,3,9,0,2,0,1,1,0,5
15855,3,93,0,2,0,1,1,0,8
15855,3,38,0,2,0,1,1,0,10
15855,3,90,0,2,0,1,1,0,7
15855,3,1.3974088,0,2,0,1,1,0,3
15857,3,73,0,4,0,1,1,1,8
15857,3,11,0,4,0,1,1,1,6
15857,3,70,0,4,0,1,1,1,7
15857,3,53,0,4,0,1,1,1,10
15857,3,-1.1618032,0,4,0,1,1,1,3
15857,3,-.68738586,0,4,0,1,1,1,4
15857,3,-.78950393,0,4,0,1,1,1,1
15857,3,7,0,4,0,1,1,1,5
15857,3,-.30339643,0,4,0,1,1,1,2
15860,3,1.2709781,1,4,4,1,0,0,4
15860,3,-.083301008,1,4,4,1,0,0,1
15860,3,93,1,4,4,1,0,0,8
15860,3,41,1,4,4,1,0,0,10
15860,3,1.0797162,1,4,4,1,0,0,2
15860,3,9,1,4,4,1,0,0,5
15860,3,90,1,4,4,1,0,0,7
15860,3,.18022257,1,4,4,1,0,0,3
15860,3,14,1,4,4,1,0,0,6
15863,3,-1.3490627,0,4,0,0,1,0,3
15863,3,-.52981639,0,4,0,0,1,0,4
15863,3,4,0,4,0,0,1,0,5
15863,3,-.81565964,0,4,0,0,1,0,1
15863,3,60,0,4,0,0,1,0,8
15863,3,42,0,4,0,0,1,0,10
15863,3,-1.5104765,0,4,0,0,1,0,2
15863,3,40,0,4,0,0,1,0,7
15863,3,9,0,4,0,0,1,0,6
15865,3,-1.686509,0,4,2,0,1,1,2
15865,3,-.81849432,0,4,2,0,1,1,3
15865,3,90,0,4,2,0,1,1,7
15865,3,-1.0700547,0,4,2,0,1,1,4
15865,3,-.34485766,0,4,2,0,1,1,1
15865,3,9,0,4,2,0,1,1,5
15865,3,10,0,4,2,0,1,1,6
15865,3,67,0,4,2,0,1,1,8
15868,3,-.1921674,0,4,3,1,0,0,4
15868,3,-.18792367,0,4,3,1,0,0,1
15868,3,100,0,4,3,1,0,0,8
15868,3,.65220863,0,4,3,1,0,0,2
15868,3,90,0,4,3,1,0,0,7
15868,3,.71079093,0,4,3,1,0,0,3
15868,3,9,0,4,3,1,0,0,5
15868,3,15,0,4,3,1,0,0,6
15868,3,53,0,4,3,1,0,0,10
15869,3,100,0,3,0,1,1,1,7
15869,3,.28054115,0,3,0,1,1,1,4
15869,3,15,0,3,0,1,1,1,6
15869,3,-.25671607,0,3,0,1,1,1,3
15869,3,.23056698,0,3,0,1,1,1,1
15869,3,100,0,3,0,1,1,1,8
15869,3,10,0,3,0,1,1,1,5
15869,3,.19955361,0,3,0,1,1,1,2
15869,3,40,0,3,0,1,1,1,10
15873,3,38,1,2,2,1,0,0,10
15873,3,1.1460153,1,2,2,1,0,0,1
15873,3,10,1,2,2,1,0,0,5
15873,3,14,1,2,2,1,0,0,6
15873,3,.7532497,1,2,2,1,0,0,4
15873,3,1.1803062,1,2,2,1,0,0,2
15873,3,93,1,2,2,1,0,0,8
15873,3,2.5521753,1,2,2,1,0,0,3
15873,3,100,1,2,2,1,0,0,7
15875,3,-1.2841489,0,4,0,0,1,0,2
15875,3,-1.0700547,0,4,0,0,1,0,4
15875,3,5,0,4,0,0,1,0,5
15875,3,-1.3910842,0,4,0,0,1,0,1
15875,3,60,0,4,0,0,1,0,8
15875,3,43,0,4,0,0,1,0,10
15875,3,-1.7860013,0,4,0,0,1,0,3
15875,3,50,0,4,0,0,1,0,7
15875,3,9,0,4,0,0,1,0,6
15876,3,-.18792367,0,4,0,1,0,0,1
15876,3,15,0,4,0,1,0,0,6
15876,3,.97912616,0,4,0,1,0,0,2
15876,3,.89805037,0,4,0,1,0,0,3
15876,3,-.10212767,0,4,0,1,0,0,4
15876,3,8,0,4,0,1,0,0,5
15876,3,100,0,4,0,1,0,0,8
15876,3,80,0,4,0,1,0,0,7
15876,3,42,0,4,0,1,0,0,10
15877,3,15,0,4,0,1,0,0,6
15877,3,-.35034579,0,4,0,1,0,0,3
15877,3,-.37224683,0,4,0,1,0,0,4
15877,3,44,0,4,0,1,0,0,10
15877,3,-.240235,0,4,0,1,0,0,1
15877,3,70,0,4,0,1,0,0,7
15877,3,100,0,4,0,1,0,0,8
15877,3,7,0,4,0,1,0,0,5
15877,3,-.051921401,0,4,0,1,0,0,2
15879,3,87,0,4,0,1,1,0,8
15879,3,.7532497,0,4,0,1,1,0,4
15879,3,-.1525114,0,4,0,1,1,0,2
15879,3,-.13187645,0,4,0,1,1,0,3
15879,3,45,0,4,0,1,1,0,10
15879,3,.80599159,0,4,0,1,1,0,1
15879,3,10,0,4,0,1,1,0,5
15879,3,13,0,4,0,1,1,0,6
15879,3,100,0,4,0,1,1,0,7
15880,3,70,0,4,0,0,1,0,7
15880,3,-1.384739,0,4,0,0,1,0,2
15880,3,47,0,4,0,0,1,0,8
15880,3,-.73719263,0,4,0,0,1,0,1
15880,3,7,0,4,0,0,1,0,5
15880,3,-1.4426924,0,4,0,0,1,0,3
15880,3,7,0,4,0,0,1,0,6
15880,3,-.91248518,0,4,0,0,1,0,4
15880,3,46,0,4,0,0,1,0,10
15885,3,1.0675483,0,4,0,1,0,0,1
15885,3,13,0,4,0,1,0,0,6
15885,3,1.2413592,0,4,0,1,0,0,3
15885,3,100,0,4,0,1,0,0,7
15885,3,10,0,4,0,1,0,0,5
15885,3,.97912616,0,4,0,1,0,0,2
15885,3,43,0,4,0,1,0,0,10
15885,3,87,0,4,0,1,0,0,8
15885,3,1.2709781,0,4,0,1,0,0,4
15886,3,-.94333392,1,4,4,1,1,0,3
15886,3,.077951774,1,4,4,1,1,0,4
15886,3,4,1,4,4,1,1,0,5
15886,3,46,1,4,4,1,1,0,10
15886,3,-.81565964,1,4,4,1,1,0,1
15886,3,8,1,4,4,1,1,0,6
15886,3,53,1,4,4,1,1,0,8
15886,3,-1.1584115,1,4,4,1,1,0,2
15886,3,40,1,4,4,1,1,0,7
15887,3,.33518964,0,4,0,1,0,1,1
15887,3,.87853616,0,4,0,1,0,1,2
15887,3,.71079093,0,4,0,1,0,1,3
15887,3,.077951774,0,4,0,1,0,1,4
15887,3,9,0,4,0,1,0,1,5
15887,3,90,0,4,0,1,0,1,7
15887,3,14,0,4,0,1,0,1,6
15887,3,45,0,4,0,1,0,1,10
15887,3,93,0,4,0,1,0,1,8
15888,3,80,0,2,0,1,1,0,7
15888,3,15,0,2,0,1,1,0,6
15888,3,.5235315,0,2,0,1,1,0,3
15888,3,8,0,2,0,1,1,0,5
15888,3,1.2709781,0,2,0,1,1,0,4
15888,3,100,0,2,0,1,1,0,8
15888,3,.28287831,0,2,0,1,1,0,1
15888,3,43,0,2,0,1,1,0,10
15888,3,.87853616,0,2,0,1,1,0,2
15889,3,100,0,3,0,1,1,0,7
15889,3,.45102862,0,3,0,1,1,0,2
15889,3,.72752458,0,3,0,1,1,0,1
15889,3,10,0,3,0,1,1,0,5
15889,3,93,0,3,0,1,1,0,8
15889,3,.5235315,0,3,0,1,1,0,3
15889,3,14,0,3,0,1,1,0,6
15889,3,43,0,3,0,1,1,0,10
15889,3,.7532497,0,3,0,1,1,0,4
15890,3,14,0,1,0,1,1,1,6
15890,3,-.75605142,0,1,0,1,1,1,2
15890,3,93,0,1,0,1,1,1,8
15890,3,7,0,1,0,1,1,1,5
15890,3,-.52981639,0,1,0,1,1,1,4
15890,3,-.94643795,0,1,0,1,1,1,1
15890,3,70,0,1,0,1,1,1,7
15890,3,43,0,1,0,1,1,1,10
15890,3,-.6936547199999999,0,1,0,1,1,1,3
15891,3,-1.224223,0,1,0,1,1,0,3
15891,3,-1.4695512,0,1,0,1,1,0,1
15891,3,4,0,1,0,1,1,0,5
15891,3,-1.6553129,0,1,0,1,1,0,4
15891,3,-1.1332639,0,1,0,1,1,0,2
15891,3,40,0,1,0,1,1,0,7
15891,3,44,0,1,0,1,1,0,10
15891,3,12,0,1,0,1,1,0,6
15891,3,80,0,1,0,1,1,0,8
15892,3,15,0,4,0,1,1,1,6
15892,3,1.7475955,0,4,0,1,1,1,1
15892,3,10,0,4,0,1,1,1,5
15892,3,.91081923,0,4,0,1,1,1,4
15892,3,100,0,4,0,1,1,1,7
15892,3,49,0,4,0,1,1,1,10
15892,3,1.6782979,0,4,0,1,1,1,3
15892,3,1.5575187,0,4,0,1,1,1,2
15892,3,100,0,4,0,1,1,1,8
15893,3,1.3552606,1,4,4,1,1,0,1
